mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.09753139813741048,0.003315014142563359,0.0033769607543945312,0.0015025340247088311,0.05,50,"{'learning_rate': 0.05, 'n_estimators': 50}",0.8229919701486827,0.8517657839219848,0.8422239939240147,0.8389939159982274,0.011966847045627348,3
0.1358470916748047,0.013849620299557991,0.007231235504150391,0.0035444461209726604,0.05,100,"{'learning_rate': 0.05, 'n_estimators': 100}",0.829968900716903,0.8567209331942373,0.8447182185707213,0.8438026841606204,0.010940641750194418,1
0.06690359115600586,0.020378700987966552,0.007472991943359375,0.004447593415498474,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.8287812146383022,0.8560482633375676,0.845931385162374,0.8435869543794144,0.011254488081474947,2
0.06040763854980469,0.0017361402684579667,0.0013963381449381511,4.671070992207369e-05,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8221914561579485,0.8486604139201355,0.8311784803964553,0.8340101168248465,0.0109898454614871,4
