mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.006471395492553711,0.0005275802903091841,0.0014962355295817058,0.00018229126930193506,,{'max_depth': None},0.7052719687196121,0.6633844110174085,0.6613012435397667,0.6766525410922624,0.020254853327417662,2
0.007470130920410156,0.0013883243176185946,0.003413597742716471,0.002337283392539877,10,{'max_depth': 10},0.7410428789919612,0.7117985332614997,0.7448202945900169,0.7325539022811594,0.014757059881218252,1
0.014301617940266928,0.005424406556225944,0.004423697789510091,0.00307432064507725,20,{'max_depth': 20},0.707156820450983,0.6594967700288779,0.6576798014736709,0.6747777973178439,0.022907439810025642,3
