mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.021106402079264324,0.01699575340450746,0.015901645024617512,0.004944810896167027,3,{'n_neighbors': 3},0.6901858247695158,0.6418672679865387,0.6903138866869298,0.6741223264809948,0.022807830509487467,1
0.03125699361165365,0.007364658181771289,0.022838036219278973,0.005738938418517483,5,{'n_neighbors': 5},0.664707205192935,0.6535694826479888,0.6637567400185984,0.6606778092865074,0.005041301201859959,3
0.010900259017944336,0.008747173152074355,0.011330604553222656,0.0064305572618303395,7,{'n_neighbors': 7},0.6518999672491984,0.6719427823506479,0.679100988667844,0.6676479127558967,0.011512553153879225,2
