mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.16443522771199545,0.007850125671345808,0.007745186487833659,0.0030577813392549374,,50,"{'max_depth': None, 'n_estimators': 50}",0.8130683377492831,0.8297956180199408,0.8067186965405233,0.8165275507699157,0.009733471195943285,4
0.293385108311971,0.027255117506853364,0.018447240193684895,0.0065072131232162215,,100,"{'max_depth': None, 'n_estimators': 100}",0.8165599600576576,0.8348594831438509,0.7984149856241713,0.8166114762752267,0.014878448402661426,3
0.12465206782023112,0.009311529365581455,0.0062029361724853516,0.0015516324723152575,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.8173395156130047,0.82677623633111,0.807438638141663,0.8171847966952592,0.007895299419771129,2
0.1979533831278483,0.0014903690293051218,0.006204048792521159,0.0002602512044212322,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.8180021385527418,0.8342195736733143,0.805543438986911,0.8192550504043224,0.011740457578222374,1
