mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.031137943267822266,0.007480538936522974,0.019704421361287434,0.003950071618203379,3,{'n_neighbors': 3},0.6901858247695158,0.6418672679865387,0.6903138866869298,0.6741223264809948,0.022807830509487467,1
0.025677919387817383,0.0029279304664101783,0.010765949885050455,0.0034368496202376374,5,{'n_neighbors': 5},0.664707205192935,0.6535694826479888,0.6637567400185984,0.6606778092865074,0.005041301201859959,3
0.022907733917236328,0.017832240909678068,0.02379163106282552,0.018044288712313034,7,{'n_neighbors': 7},0.6518999672491984,0.6719427823506479,0.679100988667844,0.6676479127558967,0.011512553153879225,2
