mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.16552289326985678,0.011098450132857068,0.009943485260009766,0.003204545200993158,,50,"{'max_depth': None, 'n_estimators': 50}",0.8185437335665672,0.8281751405894883,0.8043080717477722,0.8170089819679426,0.009803939365578657,2
0.33176469802856445,0.005223555479968549,0.011042912801106771,0.004520081607676997,,100,"{'max_depth': None, 'n_estimators': 100}",0.8135814560777918,0.8343583484452046,0.8020589120429633,0.8166662388553197,0.013365385929432502,3
0.1338512102762858,0.01080691602616231,0.007721741994222005,0.002976799032193067,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.8116541798249312,0.8297743177283387,0.8044356895979339,0.8152880623837345,0.010658809993650533,4
0.1785432497660319,0.008361979819663518,0.0060490767161051435,8.715524419019895e-05,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.8163051711630986,0.8386969216048965,0.8045688697122546,0.8198569874934165,0.014157272122598324,1
